description,category,severity,source,label,augmented,scenario
"استخدام صلاحيات privileged دون تفويض: 2-2 
Identity and Access Management 
Objective To ensure the secure and restricted logical access to information and technology assets 
in order to prevent unauthorized access and allow only authorized access for users 
which are necessary to accomplish assigned tasks ويُصنَّف هذا كمخاطرة تشغيلية عالية.",PAM,Medium,pdf:NCA_CCC_Cloud.pdf,3,True,
استخدام الأذونات privileged دون تفويض: سيناريو تعافي DRP-028: تهديد 'كارثة طبيعية (حريق)' يؤثر على [أنظمة إدارة الهوية والوصول]. إجراءات: تطبيق إجراءات الإغلاق الآمن للأنظمة المتأثرة.,PAM,High,data\bank_scenarios_import.csv,3,True,
"خلال مراجعة تدقيق داخلية، discussion:  An incident, whether adversarial- or nonadversarial-based, can disrupt established 
communications paths used for system operations and organizational command and control ويتطلب إجراءً تصحيحياً خلال 30 يوماً.",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0,True,
حساب المستخدم مشغّل تحويلات SWIFT في نظام المدفوعات الدولية يعمل دون تفعيل MFA على مستوى التطبيق رغم وجود متطلب صريح في سياسة الأمن الداخلية. يختص الحساب بإدخال والموافقة على تحويلات دولية تتراوح قيمتها بين مليون وعشرة ملايين ريال. تم إنشاء الحساب قبل صدور سياسة MFA الإلزامية ولم يُضمَّن في حملة التحديث الأخيرة. يُعدّ هذا الوضع انتهاكاً صريحاً للمتطلبات التنظيمية الدولية والمحلية. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2,True,
"نشاط غير طبيعي على الحساب: ملاحظة امتثال مستخرجة من DOC:NIST_SP_800_61_Incident:278 (NIST_SP_800_61_Incident.pdf): by the incidents is minimized. 5. What services does the incident response team provide? The particular services that incident response teams offer vary widely among organizations. Besides performing incident handling, most teams also assume responsibility for intrusion detection system monitoring and management. A team may also distribute advisories regarding new threats, and educate users and IT staff on their roles in incident prevention and handling. 6. To whom should incidents be reported? Organizations should establish clear points of contact (POC) for reporting incidents internally. Some organizations will structure their incident response capability so that all incidents are reported directly to the incident response team, whereas others will use existing support 50 Definitions of ويتطلب إجراءً تصحيحياً خلال 30 يوماً.",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6,True,
حساب المستخدم reem.alharbi_it_support في فريق الدعم التقني للفروع يمتلك صلاحيات إعادة تعيين كلمات مرور العملاء في نظام الخدمات المصرفية الرقمية وتعطيل قيود الأمان على الحسابات ومشاهدة بيانات البطاقات الائتمانية الكاملة. هذا الدمج يجعل من الممكن إعادة تعيين كلمة مرور عميل وتعطيل تنبيهات المعاملات المشبوهة والاطلاع على بيانات بطاقته لغرض احتيالي. تم رصد قيامها بإعادة تعيين كلمات مرور 11 عميلاً وتعطيل SMS OTP لنفسهم خلال يوم واحد. يمثل هذا الوضع خطراً مباشراً على خصوصية عملاء البنك وأمان حساباتهم.,SEGREGATION_OF_DUTIES,High,data\imtithal_violations_latest.csv,4,False,
حساب خدمة يستخدمه تطبيق تكامل بين نظام SWIFT ونظام Core Banking لتحويل المدفوعات الدولية تبيّن أنه مرتبط بمشروع تحديث أُلغي قبل عام. الحساب لا يزال يملك صلاحيات الكتابة على جداول SWIFT_TRANSACTIONS وله مفتاح API نشط. أي اختراق لهذا الحساب قد يمكّن المهاجم من تزوير أوامر تحويل دولية. وتم توثيق الملاحظة في تقرير التدقيق.,STALE_ACCOUNT,Critical,data\imtithal_violations_latest.csv,5,True,
حساب غير مستخدم منذ أشهر في AD: موظف في قسم تقنية المعلومات حصل على إجازة طويلة الأمد (إجازة دراسية لمدة سنتين) وحسابه في نظام إدارة قواعد البيانات DBA لم يُعطَّل أو يُخفَّض مستوى صلاحياته. الحساب يمتلك صلاحيات DBA كاملة على قواعد بيانات Core Banking وتاريخ آخر استخدام يعود لـ 14 شهراً. اكتُشفت محاولة دخول واحدة من موقع جغرافي خارج المملكة بعد بدء الإجازة بستة أشهر. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,STALE_ACCOUNT,Critical,data\imtithal_violations_latest.csv,5,True,
موظفة سابقة في قسم الامتثال (Compliance) لا تزال تمتلك حساباً نشطاً بصلاحيات وصول كاملة إلى نظام إدارة مخاطر غسيل الأموال (AML) بعد مرور 45 يوماً من تاريخ إنهاء عقدها. الحساب تم استخدامه 3 مرات بعد تاريخ إنهاء الخدمة للاطلاع على تقارير حالات الاشتباه. هذا يُعدّ انتهاكاً صريحاً لسياسة إدارة دورة حياة الهوية وقد يُعرّض البنك لمخاطر قانونية وتنظيمية. عدم تطبيق إجراءات إلغاء الصلاحيات عند انتهاء الخدمة يُشير إلى ثغرة في عملية Offboarding.,EXCESSIVE_PRIVILEGES,Critical,data\imtithal_violations_latest.csv,1,False,
Password policy violation: حساب مستخدم نظام الامتثال الخاص بموظف الرقابة الداخلية خالد المطيري يستخدم نمط كلمة مرور دورية متوقعة حيث يتم تغيير الرقم الأخير فقط في كل دورة (مثال: Khaled@2022 ثم Khaled@2023). هذا النمط يتيح تخمين كلمة المرور الحالية بسهولة إذا علم المهاجم كلمة مرور سابقة. النظام المستخدم لا يطبق سياسة منع إعادة استخدام أنماط مشابهة لكلمات المرور السابقة. ولم يُعثر على تذكرة موافقة مرتبطة.,WEAK_PASSWORD,Medium,data\imtithal_violations_latest.csv,7,True,
انتهاك فصل المهام SoD: حساب الخدمة svc_corebanking_batch يملك صلاحيات القراءة والكتابة والحذف على جداول بيانات العملاء الحساسة في نظام Core Banking. يستخدم هذا الحساب لتشغيل عمليات الدُفعات الليلية لكنه يملك صلاحيات تعديل إضافية غير مبررة. تم رصد تعديلات على سجلات حسابات عملاء خارج نوافذ المعالجة الدفعية المعتمدة. غياب مبدأ الحد الأدنى من الصلاحيات يجعل أي اختراق لهذا الحساب كارثياً. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,SEGREGATION_OF_DUTIES,Critical,data\imtithal_violations_latest.csv,4,True,
"Stale account — لم يُلغَ بعد انتهاء الخدمة: ملاحظة امتثال مستخرجة من 1-8-3 (NCA_ECC_2024_EN.pdf): The results of cybersecurity audits and reviews shall be documented and presented to the cybersecurity supervisory committee and the Authorized Official. Results shall include the audit and review scope, observations, recommendations, corrective actions, and remediation plans. 1-9 Cybersecurity in Human Resources Objective To ensure that cybersecurity risks and requirements for personnel (employees and contractors) of the entity are managed efficiently prior to, during, and upon the end or termination of their employment, as per the entity’s regulatory policies and procedures and the relevant legislative and regulatory requirements. Controls",STALE_ACCOUNT,Medium,legal_articles_from_pdfs.json,5,True,
امتيازات DB/ERP أوسع من الحاجة: موظف في قسم الموارد البشرية باسم Ahmed Al-Ghamdi يمتلك صلاحيات قراءة وتعديل على جداول رواتب جميع موظفي البنك بما فيهم كبار المديرين والمسؤولين التنفيذيين. المهام الفعلية للموظف تقتصر على إدارة ملفات الإجازات والحضور والانصراف فقط. تم رصد قيامه بالاطلاع على رواتب الإدارة العليا بشكل متكرر دون أي طلب رسمي أو مبرر وظيفي. هذا الوصول يشكل خطراً على سرية المعلومات الحساسة للموارد البشرية.,EXCESSIVE_PRIVILEGES,High,data\imtithal_violations_latest.csv,1,True,
"حساب admin/service account بصلاحيات زائدة: while account 
logging and monitoring are covered in CIS Control 8 (Audit Log Management), it is important in the 
development of a comprehensive Identity and Access Management (IAM) program.
Procedures and tools
Accounts must be tracked; any account that is dormant must be disabled and eventually removed 
from the system",PAM,Medium,pdf:CIS_Controls_v8.pdf,3,True,
سلوك مشبوه anomaly: حساب مقاول خارجي يعمل على مشروع تطوير تطبيق الهاتف المحمول قام بالوصول إلى بيئة الإنتاج مباشرةً بدلاً من بيئة الاختبار المخصصة له. المقاول قام بتنفيذ سكريبتات غير موثقة على قاعدة بيانات بيانات KYC الخاصة بالعملاء. الأنشطة المرصودة تشمل تصدير ملفات بيانات ضخمة لم يتم توثيق غرضها. العقد الموقع مع الشركة المقاولة لا يُخوّله الوصول إلى بيانات العملاء الحقيقية في بيئة الإنتاج. وتم توثيق الملاحظة في تقرير التدقيق.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6,True,
نظام الموارد البشرية سجّل نشاطاً مريباً على حساب مدير HR يتضمن تعديلات جماعية على بيانات الرواتب لعشرات الموظفين في جلسة واحدة دون اعتماد من مدير مالي. التعديلات تضمنت إضافة بدلات وحوافز غير موجودة في هيكل الرواتب المعتمد. جرت هذه العمليات في يوم عطلة رسمية مما يجعلها خارج دورة الاعتماد المعتادة. يُشير هذا النمط بقوة إلى احتمالية احتيال مالي داخلي.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6,False,
"ملاحظة امتثال مستخرجة من 1-7-1 (NCA_CCC_Cloud.pdf): , the CST legislative and regulatory compliance should include as a minimum with the following requirements: 1-3-T-1-1 Continuous or real-time compliance monitoring of the CSP with relevant cybersecurity legislation and contract clauses. 1-4 Cybersecurity in Human Resources Objective To ensure that cybersecurity risks and requirements related to personnel (employees and contractors) are managed efficiently prior to employment, during employment and after termination/separation as per entity-related policies and procedures, and related laws and regulations. Controls 1-4-P-1",STALE_ACCOUNT,Medium,legal_articles_from_pdfs.json,5,False,
حساب مقاول خارجي منتهي العقد لا يزال نشطاً في نظام الخزينة ويستخدم كلمة مرور ضعيفة مكونة من 8 أحرف فقط بدون رموز خاصة. المقاول أنهى عمله في البنك منذ 6 أشهر ولكن الحساب لم يُلغَ أو يُجمَّد. الحساب يملك صلاحيات القراءة على أسعار الصرف وبيانات محافظ الاستثمار. يُعد هذا انتهاكاً لمبدأ الحد الأدنى من الصلاحيات وإدارة دورة حياة الهوية.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7,False,
"نشاط غير طبيعي على الحساب: ملاحظة امتثال مستخرجة من DOC:NIST_SP_800_61_Incident:095 (NIST_SP_800_61_Incident.pdf): e main focus of an incident response team is performing incident response, but it is fairly rare for a team to perform incident response only. The following are examples of other services a team might offer:  Intrusion Detection. The first tier of an incident response team often assumes responsibility for intrusion detection.17 The team generally benefits because it should be poised to analyze incidents more quickly and accurately, based on the knowledge it gains of intrusion detection technologies.  Advisory Distribution. A team may issue advisories within the organization regarding new vulnerabilities and threats.18 Automated methods should be used whenever appropriate to disseminate information; for example, the National Vulnerability Database (NVD) provides information via XML and RS",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6,True,
انتهاك فصل المهام SoD: تمتلك موظفة الفروع ريم المطيري صلاحية فتح حسابات عملاء جدد في نظام Core Banking وصلاحية اعتماد هويات العملاء (KYC Approval) في نفس الوقت. يُفترض أن تكون عملية التحقق من الهوية مستقلة عن موظف الفتح لضمان الحياد. تم رصد فتح 23 حساباً خلال شهر واحد بدون مراجعة KYC مستقلة. هذا الوضع يُسهّل تمرير حسابات وهمية أو مرتبطة بأطراف محظورة دون رقابة فعلية. وتم توثيق الملاحظة في تقرير التدقيق.,SEGREGATION_OF_DUTIES,High,data\imtithal_violations_latest.csv,4,True,
"انتهاك Least Privilege على حساب مميز: ملاحظة امتثال مستخرجة من 2-2-3 (NCA_CSCC.pdf): , cybersecurity requirements for identity and access management of critical systems must include at least the following: Prohibiting remote access from outside the Kingdom of Saudi Arabia.",PAM,Medium,legal_articles_from_pdfs.json,3,True,
"حساب بدون 2FA رغم السياسة: this includes role-based 
access permissions and multi-factor authentication.
02 Privacy-Centered User Interface:
The medical center designs the patient portal with 
data protection in mind, ensuring that sensitive 
health data is not displayed publicly or visible to 
unauthorized users",MFA_MISSING,Medium,pdf:SDAIA_PDPL_Handbook.pdf,2,True,
استخدام صلاحيات privileged دون تفويض: سيناريو تعافي DRP-004: تهديد 'تسرب بيانات' يؤثر على [أنظمة إدارة الهوية والوصول]. إجراءات: تعطيل الوصول غير المصرح به. تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات.,PAM,High,data\bank_scenarios_import.csv,3,True,
سلوك مشبوه anomaly: حساب مسؤول أمن المعلومات الفرعي في فرع الرياض سجّل نشاطاً يتضمن تعطيل سجلات التدقيق Audit Logs لفترات متقطعة على مدار أسبوعين. الفترات المُعطَّلة تتزامن مع أوقات إجراء عمليات حساسة في النظام. هذا السلوك يُشكّل خطراً بالغاً إذ يُفقد المصرف القدرة على التتبع الجنائي لأي نشاط جرى خلال تلك الفترات. تعطيل سجلات التدقيق يُعدّ انتهاكاً صريحاً ومتعمداً لمتطلبات الامتثال. ويتطلب إجراءً تصحيحياً خلال 30 يوماً.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6,True,
"SA-8 
Security and Privacy Engineering Principles 
O 
√ 
SA-8(1) 
CLEAR ABSTRACTIONS 
O/S 
√ 
SA-8(2) 
LEAST COMMON MECHANISM 
O/S 
√ 
SA-8(3) 
MODULARITY AND LAYERING 
O/S 
√ 
SA-8(4) 
PARTIALLY ORDERED DEPENDENCIES 
O/S 
√ 
SA-8(5) 
EFFICIENTLY MEDIATED ACCESS 
O/S 
√ 
SA-8(6) 
MINIMIZED SHARING 
O/S 
√ 
SA-8(7) 
REDUCED COMPLEXITY 
O/S 
√ 
SA-8(8) 
SECURE EVOLVABILITY 
O/S 
√ 
SA-8(9) 
TRUSTED COMPONENTS 
O/S 
√ 
SA-8(10) 
HIERARCHICAL TRUST 
O/S 
√ 
SA-8(11) 
INVERSE MODIFICATION THRESHOLD 
O/S 
√ 
SA-8(12) 
HIERARCHICAL PROTECTION 
O/S 
√ 
SA-8(13) 
MINIMIZED SECURITY ELEMENTS 
O/S 
√ 
SA-8(14) 
LEAST PRIVILEGE 
O/S 
√ 
 NIST SP 800-53, REV ويتطلب إجراءً تصحيحياً خلال 30 يوماً.",EXCESSIVE_PRIVILEGES,Medium,pdf:NIST_SP_800_53_Access.pdf,1,True,
حساب إداري خامل باسم admin_legacy_hrms مرتبط بنظام موارد بشرية قديم تم استبداله قبل عامين. الحساب لا يزال نشطاً في Active Directory ويحمل عضوية مجموعة Domain Admins. لا يوجد أي موظف حالي يعترف بملكية هذا الحساب. يُشكّل هذا الحساب ثغرة واسعة يمكن استغلالها في هجمات رفع الامتيازات Privilege Escalation. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,STALE_ACCOUNT,Critical,data\imtithal_violations_latest.csv,5,True,
حساب مسؤول الشبكة على SWIFT يستخدم صلاحيات privileged دون تذكرة PAM معتمدة.,PAM,High,,3,True,pam_91
حساب خدمة تكامل نظام الخزينة (Treasury) المستخدم لتنفيذ تحويلات SWIFT الآلية لا يخضع لأي آلية مصادقة متعددة العوامل. يُجري هذا الحساب عمليات مالية يومية بمبالغ ضخمة دون تحقق هوية إضافي. اكتشف الفريق الأمني أن بيانات اعتماد الحساب مخزنة في ملف نصي غير مشفر على خادم التكامل. هذا الوضع يفتح الباب أمام سرقة بيانات الاعتماد وتنفيذ تحويلات احتيالية. ولم يُعثر على تذكرة موافقة مرتبطة.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2,True,
حساب موظف الامتثال على Active Directory يستخدم صلاحيات privileged دون تذكرة PAM معتمدة.,PAM,High,,3,True,pam_3
"نشاط غير طبيعي على الحساب: سيناريو تعافي DRP-007: تهديد 'فشل نظام قاعدة البيانات' يؤثر على [أنظمة الدفع الإلكتروني, أنظمة البريد الإلكتروني]. إجراءات: عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة. تعطيل الوصول غير المصرح به.",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6,True,
خلال مراجعة تدقيق داخلية، حساب خدمة (Service Account) مخصص لتشغيل عمليات المعالجة الليلية لمنظومة الخزانة (Treasury System) يمتلك صلاحيات الوصول إدارية كاملة على Active Directory بما فيها إنشاء المستخدمين وتعديل الصلاحيات. هذا الحساب يحتاج فقط لصلاحيات قراءة وكتابة على مجلد محدد لتبادل ملفات التسوية. كلمة مرور الحساب لم تتغير منذ أكثر من 3 سنوات وتستخدم نفس كلمة المرور على أنظمة متعددة. الاستغلال المحتمل لهذا الحساب قد يؤدي إلى السيطرة الكاملة على بنية الدليل النشط للبنك.,EXCESSIVE_PRIVILEGES,Critical,data\imtithal_violations_latest.csv,1,True,
"SA-8 
Security and Privacy Engineering Principles 
O 
√ 
SA-8(1) 
CLEAR ABSTRACTIONS 
O/S 
√ 
SA-8(2) 
LEAST COMMON MECHANISM 
O/S 
√ 
SA-8(3) 
MODULARITY AND LAYERING 
O/S 
√ 
SA-8(4) 
PARTIALLY ORDERED DEPENDENCIES 
O/S 
√ 
SA-8(5) 
EFFICIENTLY MEDIATED ACCESS 
O/S 
√ 
SA-8(6) 
MINIMIZED SHARING 
O/S 
√ 
SA-8(7) 
REDUCED COMPLEXITY 
O/S 
√ 
SA-8(8) 
SECURE EVOLVABILITY 
O/S 
√ 
SA-8(9) 
TRUSTED COMPONENTS 
O/S 
√ 
SA-8(10) 
HIERARCHICAL TRUST 
O/S 
√ 
SA-8(11) 
INVERSE MODIFICATION THRESHOLD 
O/S 
√ 
SA-8(12) 
HIERARCHICAL PROTECTION 
O/S 
√ 
SA-8(13) 
MINIMIZED SECURITY ELEMENTS 
O/S 
√ 
SA-8(14) 
LEAST PRIVILEGE 
O/S 
√ 
 NIST SP 800-53, REV",EXCESSIVE_PRIVILEGES,Medium,pdf:NIST_SP_800_53_Access.pdf,1,False,
كلمة مرور ضعيفة أو قديمة: حساب خدمة يستخدمه نظام مراقبة الامتثال لمكافحة غسل الأموال (AML Monitoring System) يعتمد كلمة مرور مكونة من 6 أحرف فقط وهي 'aml123'، وهو ما يقع دون الحد الأدنى المقرر في سياسة البنك. هذا الحساب يتعامل مع بيانات معاملات مشبوهة بالغة الحساسية ويرسل تقارير تلقائية لهيئة التحقيق والادعاء العام. أي اختراق لهذا الحساب قد يُمكّن المهاجم من التلاعب بتقارير الامتثال أو حذف سجلات المعاملات المشبوهة. ولم يُعثر على تذكرة موافقة مرتبطة.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7,True,
Stale account — لم يُلغَ بعد انتهاء الخدمة: هوية النظام مستخدم عادي لموظف فرع الرياض Ahmed_Mansour_Branch ظل نشطاً لمدة 8 أشهر بعد نقله إلى شركة تابعة وإنهاء وصوله المفترض. الحساب استُخدم فعلياً 3 مرات خلال الأشهر الستة الماضية للاستعلام عن معلومات عملاء VIP. عمليات الاستعلام جاءت في أوقات خارج ساعات الدوام الرسمي. الأمر يُثير مخاوف جدية حول استخدام البيانات لأغراض غير مشروعة.,STALE_ACCOUNT,High,data\imtithal_violations_latest.csv,5,True,
انتهاك فصل المهام SoD: يمتلك موظف في قسم الخزينة صلاحيات الوصول إنشاء أوامر التحويل المالي والموافقة عليها في آنٍ واحد دون الحاجة إلى موافقة طرف ثانٍ. تم رصد تنفيذ تحويلات بمبالغ تتجاوز حد الموافقة المفردة المسموح به وفق السياسة الداخلية. هذا الوضع يُتيح لموظف واحد إجراء عمليات مالية ضخمة دون رقابة أو توازن في الصلاحيات. يُعدّ ذلك انتهاكاً صريحاً لمبدأ الصلاحيات المزدوجة المطلوبة في المعاملات المالية عالية القيمة. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,SEGREGATION_OF_DUTIES,Critical,data\imtithal_violations_latest.csv,4,True,
خلال مراجعة تدقيق داخلية، حساب المستخدم مستخدم عادي لموظف في قسم الموارد البشرية تقاعد منذ عام كامل لا يزال موجوداً في Active Directory بحالة نشطة. الحساب يمتلك وصولاً إلى نظام HRMS الذي يحتوي على بيانات شخصية حساسة لجميع موظفي البنك. تم رصد محاولة نشاط مصادقة فاشلة على الحساب مؤخراً مما يدل على محاولة استغلاله. لم يُسحب الحساب ضمن إجراءات إنهاء الخدمة المعتادة بسبب ثغرة في العملية الإدارية. وتم توثيق الملاحظة في تقرير التدقيق.,STALE_ACCOUNT,High,data\imtithal_violations_latest.csv,5,True,
"It is also to ensure that personnel are provided with the 
required cybersecurity training, skills and credentials needed to accomplish their cyberse-
curity responsibilities and to protect the organization’s information and technology assets.
Controls
1-3-1
In addition to the sub-controls within control 1-10-3 in the ECC, the cybersecurity aware-
ness program must cover the awareness about the potential cyber risks and threats related 
to telework, including the following:
1-3-1-1
Secure use of telework devices and how to protect them.
1-3-1-2
Secure handling of identities and passwords.
1-3-1-3
Protection of the stored data on the telework devices, and to be handled 
based on its classification",WEAK_PASSWORD,Medium,pdf:NCA_TCC.pdf,7,False,
يمتلك مسؤول الامتثال Compliance_Admin_Nora صلاحيات تعديل سياسات AML بالإضافة إلى صلاحية الموافقة على استثناءات تقارير المعاملات المشبوهة (STR). يُمثّل جمع صلاحية وضع السياسة ومنح الاستثناء منها في يد واحدة تعارضاً جوهرياً مع مبدأ الرقابة المستقلة. تم رصد موافقتها على 23 استثناء STR في شهر واحد دون مراجعة من لجنة الامتثال. هذا الوضع قد يُعرّض البنك لمخاطر غسيل الأموال وعقوبات رقابية.,SEGREGATION_OF_DUTIES,High,data\imtithal_violations_latest.csv,4,False,
رُصد حساب خدمة تكامل نظام الموارد البشرية مع النظام المصرفي الأساسي وهو يُنفّذ استعلامات SQL مباشرة على قاعدة بيانات الرواتب خارج نطاق واجهة برمجة التطبيقات (API) المعتمدة. تتضمن الاستعلامات تعديل بيانات الرواتب لمجموعة من الموظفين دون مرور بمسار الاعتماد المعتاد. حجم البيانات المُعدَّلة غير متناسب مع دورة الرواتب الحالية. يُمثل هذا السلوك خطراً على نزاهة بيانات الموارد البشرية والمدفوعات المالية.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6,False,
خلال اختبار اختراق داخلي، حساب مستخدم في نظام إدارة علاقات العملاء CRM يعود لموظف سابق غادر البنك قبل 4 أشهر ولم يتم تعطيله. الحساب يحتوي على صلاحيات تمكّن من الاطلاع على محافظ استثمارية وبيانات اتصال لأكثر من 2000 عميل من الثروات. تم رصد جلسة دخول ناجح لهذا الحساب من عنوان IP خارجي قبل أسبوعين. كلمة المرور لم تتغير منذ ما قبل مغادرة الموظف.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7,True,
"صلاحيات زائدة عن المطلوب وظيفياً: ملاحظة امتثال مستخرجة من 0-160-1 (NIST_SP_800_53_Access.pdf): ], [SP 800-162], [SP 800-178], [IR 8112]. AC-5 SEPARATION OF DUTIES Control: a. Identify and document [Assignment: organization-defined duties of individuals requiring separation]; and b. Define system access authorizations to support separation of duties. Discussion:  Separation of duties addresses the potential for abuse of authorized privileges and helps to reduce the risk of malevolent activity without collusion. Separation of duties includes dividing mission or business functions and support functions among different individuals or roles, conducting system support functions with different individuals, and ensuring that security personnel who administer access control functions do not also administer audit functions. Because separation of duty violations can span systems and applicatio ويتطلب إجراءً تصحيحياً خلال 30 يوماً.",EXCESSIVE_PRIVILEGES,Medium,legal_articles_from_pdfs.json,1,True,
Password policy violation: تم اكتشاف أن حساب مسؤول النظام الرئيسي لنظام Core Banking يستخدم كلمة مرور تعود إلى أكثر من 18 شهراً دون تغيير، وهو ما يتجاوز الحد الأقصى المسموح به وفق سياسة البنك البالغ 90 يوماً. كلمة المرور المستخدمة تتكون من 6 أحرف فقط وتحتوي على اسم النظام ضمنها مما يجعلها قابلة للتخمين بسهولة. تم رصد محاولات دخول متعددة من عناوين IP خارجية على هذا الحساب خلال الأسبوعين الماضيين. هذا الوضع يمثل خطراً بالغاً على استمرارية العمليات المصرفية الحيوية. وتم توثيق الملاحظة في تقرير التدقيق.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7,True,
"امتيازات DB/ERP أوسع من الحاجة: ملاحظة امتثال مستخرجة من 2-6-2 (NCA_ECC_Implementation_Guide.pdf): The cybersecurity requirements for mobile devices security and BYOD must be implemented. Control implementation guidelines • All cybersecurity requirements related to the security of mobile devices and BYOD for the organization must be implemented, which may include the following: o Ensure the isolation, segregation, and cryptography of data and information of the organization stored on mobile devices and BYOD from the rest of the information and data on the device. o Ensure the use must be specified and restricted to the requirements of the organization. o Provide us of workstations and mobile devices with privileged access following the principle of least privilege. o Ensure that the storage media of critical and sensitive workstations and mobile devices are encrypted and have privileged ولم يُعثر على تذكرة موافقة مرتبطة.",EXCESSIVE_PRIVILEGES,Medium,legal_articles_from_pdfs.json,1,True,
"خلال اختبار اختراق داخلي، essential Cybersecurity Controls
 ﻣﻘﻴﺪ- 
 ﻣحﺪود 
27 
Document classification: Public  
 
 
 
 
 
 
 
TLP: White 
 مقيد- 
 محدود 
2-13-3 
Requirements for cybersecurity incident and threat management shall include the 
following as a minimum:  
2.13.3.1 Cybersecurity incident response plans and escalation procedures",SUSPICIOUS_BEHAVIOR,Medium,pdf:NCA_ECC_2024_EN.pdf,6,True,
كلمة مرور ضعيفة أو قديمة: تم اكتشاف أن حساب مدير التطبيق الرئيسي لنظام الصيرفة الأساسية يستخدم كلمة مرور تم تعيينها منذ أكثر من 730 يوماً دون أي تغيير. الكلمة المستخدمة هي 'Admin@1234' وهي تُعدّ من أكثر الكلمات شيوعاً وسهولة التخمين. يُشكّل هذا الحساب نقطة دخول حرجة لجميع عمليات النظام المصرفي الأساسي، مما يرفع مستوى الخطر إلى الحد الأقصى. تم رصد عدة محاولات دخول مشبوهة من عناوين IP خارجية على هذا الحساب خلال الأسبوع الماضي.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7,True,
حساب خامل أو موظف مغادر: حساب API مخصص للتكامل بين نظام إدارة المخاطر ونظام رصد المعاملات المشبوهة (AML) أُنشئ لمشروع انتهى قبل عامين ولم يُلغَ. الحساب يملك مفاتيح API نشطة غير منتهية الصلاحية وله صلاحيات استعلام واسعة على قاعدة بيانات AML. لا يوجد توثيق لهذا الحساب في سجل التطبيقات والتكاملات. تم اكتشافه أثناء تدقيق أمني دوري. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,STALE_ACCOUNT,High,data\imtithal_violations_latest.csv,5,True,
الحساب بدون 2FA رغم السياسة: لوحة تحكم نظام إدارة الأمن السيبراني SIEM المستخدمة من قِبل فريق SOC يمكن الوصول إليها ببيانات اعتماد بسيطة دون MFA، وهو أمر بالغ الخطورة نظراً لأن هذا المنصة يحتوي على سجلات أمنية شاملة لكامل البنية التحتية. في حال تمكّن مهاجم من الوصول لهذا النظام يمكنه حذف سجلات التدقيق وإخفاء آثار اختراق سابق. تم رصد محاولتَي دخول فاشلتين لحساب محلل أمني باستخدام بيانات اعتماد صحيحة من موقع جغرافي مختلف. غياب MFA على نظام SOC يُعدّ من أشد الثغرات خطورة وفق تصنيف SAMA.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2,True,
كلمة مرور ضعيفة أو قديمة: حساب الدخول على نظام تقارير مجلس الإدارة والتقارير التنفيذية يستخدم كلمة مرور مشتركة بين عدة مساعدين تنفيذيين وهو ما يتعارض مع مبدأ المساءلة الفردية. كلمة المرور المشتركة هي 'Board@2023' ولم تُغيَّر منذ أكثر من 12 شهراً ومعروفة لـ 6 موظفين على الأقل. المنصة يحتوي على تقارير مالية سرية وخطط استراتيجية للبنك.,WEAK_PASSWORD,High,data\imtithal_violations_latest.csv,7,True,
Stale account — لم يُلغَ بعد انتهاء الخدمة: تم رصد حساب Fatima_AlQahtani_Audit في نظام الرقابة الداخلية نشطاً رغم مرور 120 يوماً على استقالة الموظفة فاطمة القحطاني من إدارة المراجعة الداخلية. الحساب يمتلك صلاحية الاطلاع على تقارير المراجعة السرية ونتائج اختبارات الاختراق الداخلية. لم يُسجَّل أي دخول خلال هذه الفترة إلا أن الحساب يظل نقطة ضعف محتملة. وجود هذه الصلاحيات الحساسة بدون مراقبة يمثل مخاطرة تنظيمية. ولم يُعثر على تذكرة موافقة مرتبطة.,STALE_ACCOUNT,Medium,data\imtithal_violations_latest.csv,5,True,
