description,category,severity,source,label
"خلال مراجعة تدقيق داخلية، **معرف العملية:** P-028
    **اسم العملية:** التحقق من هوية العميل (KYC)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'فشل الأجهزة' يستهدف 'خوادم قواعد البيانات'، وهو أحد الأصول الرئيسية لعملية 'التحقق من هوية العميل (KYC)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقطة دخول واحدة للفشل'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'التحقق من هوية العميل (KYC)' ذات حرجية 'حرج'، وتتطلب استعادة خلال 6.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 30 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 12 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** مرتفع ولم يُعثر على تذكرة موافقة مرتبطة.",PAM,High,data\train_light_500.csv,3
حساب مدير الفرع على SharePoint يستخدم صلاحيات privileged دون تذكرة PAM معتمدة.,PAM,High,scenario_eval,3
عملية بنكية: نظام إدارة علاقات العملاء (CRM) | القسم: المالية | حرجية: حرج جداً | التهديد: هجوم برامج الفدية (Ransomware) | نقطة الضعف: عدم وجود تشفير للبيانات | الأصول: أنظمة إدارة الهوية والوصول | RTO: 0.5h | RPO: 30m,PAM,Critical,data\bank_scenarios_import.csv,3
"حساب admin/service account بصلاحيات زائدة: while account 
logging and monitoring are covered in CIS Control 8 (Audit Log Management), it is important in the 
development of a comprehensive Identity and Access Management (IAM) program.
Procedures and tools
Accounts must be tracked; any account that is dormant must be disabled and eventually removed 
from the system",PAM,Medium,data\train_light_500.csv,3
مستخدم DBA نفّذ أوامر sudo على Treasury خارج نافذة الصيانة المجدولة.,PAM,High,scenario_eval,3
"**معرف العملية:** P-046
    **اسم العملية:** منصة التداول الإلكتروني

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'هجوم حجب الخدمة (DDoS)' يستهدف 'جدران الحماية'، وهو أحد الأصول الرئيسية لعملية 'منصة التداول الإلكتروني'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص الوعي الأمني للموظفين'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'منصة التداول الإلكتروني' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 2.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 15 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 6 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - إجراء تحليل ما بعد الحادث (Post-Incident Review) وتوثيق الدروس المستفادة.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض",PAM,Critical,data\bank_scenarios_import.csv,3
مستخدم مسؤول الشبكة نفّذ أوامر sudo على CRM خارج نافذة الصيانة المجدولة.,PAM,High,scenario_eval,3
مستخدم موظف الامتثال نفّذ أوامر sudo على Mobile Banking خارج نافذة الصيانة المجدولة.,PAM,High,scenario_eval,3
أظهرت سجلات نظام PAM أن مسؤول أمن المعلومات 'Sarah_AlZahrani_CISO' تمكنت من الوصول إلى نظام الخزينة (Treasury Management System) باستخدام حساب مميز دون توثيق الغرض الوظيفي في نظام تذاكر الوصول المميز. الوصول استمر لأكثر من 4 ساعات وشمل الاطلاع على محافظ الاستثمار وأسعار الصفقات الحساسة. لا يوجد تسجيل لجلسة الوصول (Session Recording) لهذه الجلسة بسبب خلل في إعدادات نظام PAM. يمثل هذا إشكالية في ضمان المساءلة وشفافية استخدام الوصول المميز.,PAM,Medium,data\imtithal_violations_latest.csv,3
حساب contractor على CRM يستخدم صلاحيات privileged دون تذكرة PAM معتمدة.,PAM,High,scenario_eval,3
"(11) INFORMATION FLOW ENFORCEMENT | CONFIGURATION OF SECURITY OR PRIVACY POLICY FILTERS  
Provide the capability for privileged administrators to configure [Assignment: 
organization-defined security or privacy policy filters] to support different security or 
privacy policies",PAM,Medium,pdf:NIST_SP_800_53_Access.pdf,3
موظف في قسم العمليات المصرفية تمت ترقيته لمنصب مدير قسم منذ ستة أشهر ولا يزال يحتفظ بجميع صلاحياته القديمة إضافةً إلى صلاحيات المنصب الجديد مما يخلق تراكماً خطيراً للصلاحيات. الحساب يجمع بين صلاحية إدخال المعاملات وصلاحية الاعتماد عليها في آنٍ واحد مما يُشكل تعارضاً صريحاً في مبدأ الفصل بين المهام. تم رصد قيامه باعتماد معاملات أدخلها بنفسه بقيمة إجمالية تجاوزت 2.5 مليون ريال. هذا التعارض يُفسد مبدأ الرقابة الداخلية الأساسية في المؤسسات المالية.,PAM,Critical,data\imtithal_violations_latest.csv,3
حساب break-glass على Payment Hub مُفعّل دون موافقة CISO أو توثيق الغرض.,PAM,High,scenario_eval,3
حساب مدير العمليات على Kubernetes Cluster يستخدم صلاحيات privileged دون تذكرة PAM معتمدة.,PAM,High,scenario_eval,3
حساب محلل أمن على Treasury يستخدم صلاحيات privileged دون تذكرة PAM معتمدة.,PAM,High,scenario_eval,3
ملاحظة امتثال مستخرجة من 2-1-6 (NCA_ECC_Implementation_Guide.pdf): The cybersecurity requirements for managing information and technology assets must be reviewed periodically. Control implementation guidelines: • Review and update cybersecurity requirements for information and technology assets management in the organization periodically according to a documented and approved plan for review and based on a planned interval or in the event of changes in relevant laws and regulations. • Document and approve review and changes to the organization's cybersecurity requirements of the information and technology assets management by the head of the organization or his/ her deputy Expected deliverables: • Results of information and technology assets management cybersecurity requirements implementation review in the organization • A document that defines the cyber,PAM,Medium,legal_articles_from_pdfs.json,3
"ملاحظة امتثال مستخرجة من 2-1-6 (NCA_ECC_2024_EN.pdf): Cybersecurity requirements for managing information and technology assets of the entity shall be periodically reviewed. 2-2 Identity and Access Management Objective To ensure protecting cybersecurity of logical access to information and technology assets of the entity, in order to prevent unauthorized access and restrict access to the extent necessary for accomplishment of the assigned tasks of the entity. Controls",PAM,Medium,legal_articles_from_pdfs.json,3
"Controls 
2-2-1 
Cybersecurity requirements for identity and access management must be defined, 
documented and approved",PAM,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,3
تم رصد جلسة admin على Data Warehouse بدون session recording في vault.,PAM,High,scenario_eval,3
تم رصد جلسة admin على SharePoint بدون session recording في vault.,PAM,High,scenario_eval,3
تم اكتشاف أن حساب مسؤول قاعدة البيانات 'DBA_Omar_Mansour' يمتلك صلاحيات SA (System Administrator) الكاملة على قاعدة بيانات نظام بطاقات الائتمان، وهي صلاحيات تتجاوز متطلبات وظيفته الفعلية بشكل كبير. الحساب يستطيع حذف أو تعديل سجلات المعاملات المالية دون أي آلية رقابة أو موافقة. لم تُجرَ أي مراجعة دورية لصلاحيات هذا الحساب خلال العامين الماضيين. يُشكل هذا خطراً بالغاً على سلامة البيانات المالية ونزاهة سجلات المعاملات.,PAM,Critical,data\imtithal_violations_latest.csv,3
"**معرف العملية:** P-080
    **اسم العملية:** نظام تخطيط موارد المؤسسة (ERP)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'اختراق قاعدة البيانات' يستهدف 'أنظمة التخزين السحابي'، وهو أحد الأصول الرئيسية لعملية 'نظام تخطيط موارد المؤسسة (ERP)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نظام قديم'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام تخطيط موارد المؤسسة (ERP)' ذات حرجية 'منخفض'، وتتطلب استعادة خلال 72.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 720 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 168 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تقديم تقارير الامتثال للجهات التنظيمية (SAMA, NCA) بعد التعافي.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** فشل نظام حرج يؤثر على العملاء.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض جداً",PAM,High,data\bank_scenarios_import.csv,3
"**معرف العملية:** P-017
    **اسم العملية:** مركز دعم العملاء

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'برمجيات خبيثة' يستهدف 'أنظمة الدفع الإلكتروني'، وهو أحد الأصول الرئيسية لعملية 'مركز دعم العملاء'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'تكوينات خاطئة'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'مركز دعم العملاء' ذات حرجية 'حرج'، وتتطلب استعادة خلال 2.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 120 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 12 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحديث الخطط والإجراءات بناءً على الدروس المستفادة.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** عبدالله الشهراني (إدارة الأمن السيبراني)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض",PAM,High,data\bank_scenarios_import.csv,3
"ملاحظة امتثال مستخرجة من 2-2-3 (NCA_ECC_Implementation_Guide.pdf): -1 User authentication based on username and password. Control implementation guidelines: • Define and document the requirements of this ECC in the cybersecurity requirements of identity and access management at the organization and must be approved by the representative • Ensure all employees have a unique identifier, which may be a job number, employee name, or other naming mechanisms to ensure that usernames are unique Guide to Essential Cybersecurity Controls (ECC) Implementation 57 Document Classification:  Public TLP: White • Prepare password standard controls taking into consideration best practices, including but not limited to o Expiration Period o Complexity o Lockout o Activation o Password History o A secure mechanism to create a password and provide it to the user Expected del",PAM,Medium,legal_articles_from_pdfs.json,3
"خلال اختبار اختراق داخلي، **معرف العملية:** P-004
    **اسم العملية:** نظام تخطيط موارد المؤسسة (ERP)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'اختراق قاعدة البيانات' يستهدف 'خوادم قواعد البيانات'، وهو أحد الأصول الرئيسية لعملية 'نظام تخطيط موارد المؤسسة (ERP)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص الوعي الأمني للموظفين'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام تخطيط موارد المؤسسة (ERP)' ذات حرجية 'متوسط'، وتتطلب استعادة خلال 12.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 240 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 48 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض",PAM,High,data\train_light_500.csv,3
"2-1-1-1
Identifying assets owners and involving them in the asset management lifecycle 
for critical systems.
2-1-1-2
2-1-1
 Identity and Access Management 
2-2
To ensure the secure and restricted logical access to information technology assets in order to 
prevent unauthorized access and allow only authorized access for users which are necessary 
to accomplish assigned tasks.
Objective
Controls
In addition to the subcontrols in ECC control 2-2-3, cybersecurity requirements for identity 
and access management of critical systems must include at least the following: 
Prohibiting remote access from outside the Kingdom of Saudi Arabia.
2-2-1-1
Restricting remote access from inside the Kingdom of Saudi Arabia and verifying 
each access attempt by the organization’s security operations center, and 
continuously monitoring activities related to remote access",PAM,Medium,pdf:NCA_CSCC.pdf,3
حساب break-glass على SharePoint مُفعّل دون موافقة CISO أو توثيق الغرض.,PAM,High,scenario_eval,3
"موظفة في قسم الامتثال تطلب وصولاً طارئاً Breakglass Access لنظام Core Banking أثناء عطلة رسمية وتم منحها الوصول دون توثيق مسوّغ واضح أو إشعار مسبق لفريق الأمن. استمر الوصول المؤقت لمدة 72 ساعة بدلاً من الفترة المحددة بـ 4 ساعات ولم يُلغَ تلقائياً. خلال هذه الفترة تم تصدير تقارير تشمل بيانات 15,000 عميل دون تفسير مهني موثق. يكشف الحادث عن خلل في إجراءات الوصول الطارئ وغياب الرقابة التلقائية.",PAM,High,data\imtithal_violations_latest.csv,3
حساب مدير العمليات على HRMS يستخدم صلاحيات privileged دون تذكرة PAM معتمدة.,PAM,High,scenario_eval,3
"**معرف العملية:** P-050
    **اسم العملية:** نظام الخدمات المصرفية الأساسية

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'تسرب بيانات' يستهدف 'أجهزة المستخدمين النهائية'، وهو أحد الأصول الرئيسية لعملية 'نظام الخدمات المصرفية الأساسية'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص الوعي الأمني للموظفين'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام الخدمات المصرفية الأساسية' ذات حرجية 'حرج'، وتتطلب استعادة خلال 2.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 60 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 12 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض جداً",PAM,High,data\bank_scenarios_import.csv,3
"تبين أن حساب مسؤول قاعدة البيانات لنظام القروض والتمويل يُستخدم من قِبل 5 موظفين مختلفين في القسم التقني بنفس بيانات الاعتماد، مما يجعل عزو أي عملية لشخص بعينه أمراً متعذراً. هذا الحساب المشترك يملك صلاحيات DBA كاملة على قاعدة بيانات تضم معلومات 200,000 عميل. تم اكتشاف أن بعض المستخدمين لهذا الحساب قد غادروا البنك ولم تُحدَّث بيانات الاعتماد. الممارسة تمثل انتهاكاً صريحاً لمبدأ المساءلة الفردية في الوصول المميز.",PAM,High,data\imtithal_violations_latest.csv,3
اكتشاف حساب خدمة مشترك يُستخدم من قِبل تطبيقين مختلفين في بيئة الخزينة Treasury System، مما يجعل تتبع المسؤولية وتدقيق الأنشطة أمراً مستحيلاً. يملك الحساب صلاحيات قراءة وكتابة على جداول المعاملات المالية الحساسة بما فيها بيانات الاستثمارات والعمليات النقدية الكبيرة. رُصد أن بيانات اعتماد هذا الحساب مخزنة بنص واضح Plain Text داخل ملفات إعداد Configuration Files على خوادم الإنتاج. يشكّل هذا الوضع انتهاكاً صريحاً لمبدأ فصل المهام وعدم التنصل Non-Repudiation.,PAM,Critical,data\imtithal_violations_latest.csv,3
حساب service account على Treasury بصلاحيات Domain Admin دون مراجعة ربع سنوية.,PAM,High,scenario_eval,3
"سيناريو تعافي DRP-040: تهديد 'فشل نظام قاعدة البيانات' يؤثر على [أنظمة إدارة الهوية والوصول, أنظمة البريد الإلكتروني, شبكة المؤسسة]. إجراءات: تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء. تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات.",PAM,High,data\bank_scenarios_import.csv,3
"استخدام صلاحيات privileged دون تفويض: 2-2 
Identity and Access Management 
Objective To ensure the secure and restricted logical access to information and technology assets 
in order to prevent unauthorized access and allow only authorized access for users 
which are necessary to accomplish assigned tasks ويُصنَّف هذا كمخاطرة تشغيلية عالية.",PAM,Medium,data\train_light_500.csv,3
"**معرف العملية:** P-041
    **اسم العملية:** نظام إدارة علاقات العملاء (CRM)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'هجوم برامج الفدية (Ransomware)' يستهدف 'أنظمة إدارة الهوية والوصول'، وهو أحد الأصول الرئيسية لعملية 'نظام إدارة علاقات العملاء (CRM)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'عدم وجود تشفير للبيانات'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام إدارة علاقات العملاء (CRM)' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 0.5 ساعة (RTO) مع فقدان بيانات لا يتجاوز 30 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 6 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",PAM,Critical,data\bank_scenarios_import.csv,3
حساب root على خادم الإنتاج ما زال مفعّلاً لموظف انتهت خدمته منذ 60 يوماً دون إلغاء في Active Directory.,PAM,High,scenario_eval,3
"2-2 
Identity and Access Management 
Objective To ensure the secure and restricted logical access to information and technology assets 
in order to prevent unauthorized access and allow only authorized access for users 
which are necessary to accomplish assigned tasks",PAM,Medium,data\train_light_500.csv,3
مستخدم DBA نفّذ أوامر sudo على Mobile Banking خارج نافذة الصيانة المجدولة.,PAM,High,scenario_eval,3
حساب مدير العمليات على CRM يستخدم صلاحيات privileged دون تذكرة PAM معتمدة.,PAM,High,scenario_eval,3
"**معرف العملية:** P-066
    **اسم العملية:** منصة التداول الإلكتروني

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'كارثة طبيعية' يستهدف 'أنظمة التخزين السحابي'، وهو أحد الأصول الرئيسية لعملية 'منصة التداول الإلكتروني'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'تكوينات خاطئة'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'منصة التداول الإلكتروني' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 0.5 ساعة (RTO) مع فقدان بيانات لا يتجاوز 5 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 6 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - إعادة تشغيل الخدمات بشكل تدريجي ومراقب.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'تطبيق المراسلة الآمن', 'الاسم': 'SecureChat'}
    - **سبب التواصل:** إبلاغ عن حادث أمني يتطلب تدخل NCA.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض جداً",PAM,Critical,data\bank_scenarios_import.csv,3
حساب مدير العمليات على SharePoint يستخدم صلاحيات privileged دون تذكرة PAM معتمدة.,PAM,High,scenario_eval,3
حساب محاسب على CRM يستخدم صلاحيات privileged دون تذكرة PAM معتمدة.,PAM,High,scenario_eval,3
اكتُشف وجود حساب مسؤول نظام قديم وغير نشط تابع لموظف نُقل إلى قسم آخر منذ 8 أشهر في نظام تقارير الامتثال AML، حيث احتفظ بصلاحياته السابقة الكاملة دون مراجعة أو تعديل. الحساب لم يُستخدم خلال هذه الفترة إلا أنه لا يزال نشطاً ويمكن الوصول إليه. يُمثّل هذا نموذجاً كلاسيكياً لحسابات الأشباح Ghost Accounts التي تشكّل ناقل هجوم محتملاً.,PAM,Medium,data\imtithal_violations_latest.csv,3
حساب break-glass على Kubernetes Cluster مُفعّل دون موافقة CISO أو توثيق الغرض.,PAM,High,scenario_eval,3
رصد نظام SIEM محاولات تسجيل دخول متكررة وفاشلة على حساب مسؤول نظام إدارة التحويلات الدولية SWIFT من عناوين IP خارجية مشبوهة تعود لدول ذات خطورة عالية. بعد 47 محاولة فاشلة، تمكن أحد محاولات الدخول من النجاح في الساعة 3:15 فجراً. الحساب لا يتطلب مصادقة متعددة العوامل رغم حساسيته البالغة. هذا الاختراق المحتمل يعرض منظومة التحويلات الدولية للبنك لمخاطر احتيال مالي ضخم.,PAM,Critical,data\imtithal_violations_latest.csv,3
"OCI offers the following features and services that might help customers meet their identity and access management 
requirements: 
 
Identity and Access Management (IAM) provides authentication and authorization for all OCI resources and 
services, enabling customers to control who has access to their cloud resources",PAM,Medium,pdf:Oracle_SAMA_Advisory.pdf,3
"• Manage user authorization to all information and technology assets in the 
organization via an automated centralized access control system such as Active 
Directory  
• Develop and adopt specific procedures for granting powers to employees in the 
organization, as there are requirements to request authority, including  
o Applicant information (identity) 
o Details of the authority in question (explanation of authority and assets 
involved) 
o Description of Business Requirements for authorization 
 Guide to Essential Cybersecurity 
Controls (ECC) Implementation 
  
 
 
59 
Document Classification:  Public 
TLP: White  
o Time required for authorization 
o Approvals required (e.g., Line Manager approval) 
Expected deliverables  
• Cybersecurity policy that covers Identity and Access Management (e.g., 
electronic copy or official hard copy)  
• Evidence that outlines the implementation of User authorization management 
requirements, including but not limited to a screenshot showing the 
configuration of systems to ensure the implementation of user authorization 
management based on a Need to Know and Need to Use basis and least privilege 
and Segregation of Duties  
2-2-3-4 Privil",PAM,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,3
"سيناريو تعافي DRP-052: تهديد 'تسرب بيانات' يؤثر على [شبكة المؤسسة, أنظمة إدارة الهوية والوصول, أجهزة المستخدمين النهائية]. إجراءات: تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية. تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات.",PAM,High,data\bank_scenarios_import.csv,3
"ملاحظة امتثال مستخرجة من DOC:SAMA_EN_5888_VER1:077 (SAMA_EN_5888_VER1.pdf): security standards should be monitored. 3. The effectiveness of the application cyber security controls should be measured and periodically evaluated. 4. Application development should follow the approved secure system development life cycle methodology (SDLC). 5. The application security standard should include: a. secure coding standards; b. the cyber security controls implemented (e.g., configuration parameters, events to monitor and retain [including system access and data], identity and access management); c. the segregation of duties within the application (supported with a documented authorization matrix); d. the protection of data aligned with the (agreed) classification scheme (including privacy of customer data and, avoiding unauthorized access and (un)intended data leakage); e. ",PAM,Medium,legal_articles_from_pdfs.json,3
"periodic review of the
cyber security architecture.
3.3.5 Identity and Access Management
Principle
The Member Organization should restrict access to its information assets in line with their
business requirements based on the need-to-have or need-to-know principles.
Objective
To ensure that the Member Organization only provides authorized and sufficient access
privileges to approved users.
 SAMA CSF Control
Consideration
SAMA CSF Language
Company Enables
3.3.5-3
3",PAM,Medium,pdf:SAMA_CSF.pdf,3
رُصد أن المقاول الخارجي Ahmed Al-Rashid من شركة استشارات تقنية متعاقدة لا يزال يمتلك حساباً نشطاً بصلاحيات مسؤول على نظام الامتثال Compliance System بعد انتهاء عقده بـ 90 يوماً. خلال هذه الفترة، سجّل الحساب 8 محاولات دخول ناجحة من عنوان IP خارجي غير معروف. لم يتم تفعيل إجراء إلغاء الصلاحيات عند انتهاء عقد المقاول وفقاً للسياسة المعتمدة.,PAM,Critical,data\imtithal_violations_latest.csv,3
مستخدم محلل أمن نفّذ أوامر sudo على Data Warehouse خارج نافذة الصيانة المجدولة.,PAM,High,scenario_eval,3
