description,category,agent,source,scenario_id,operation_name
"**معرف العملية:** P-033
    **اسم العملية:** البوابة الإلكترونية للعملاء

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'اختراق قاعدة البيانات' يستهدف 'شبكة المؤسسة'، وهو أحد الأصول الرئيسية لعملية 'البوابة الإلكترونية للعملاء'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'عدم وجود تشفير للبيانات'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'البوابة الإلكترونية للعملاء' ذات حرجية 'منخفض'، وتتطلب استعادة خلال 48.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 720 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 96 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** سارة المحمد (إدارة الامتثال)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** طلب تفعيل خطة استمرارية الأعمال.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-033,البوابة الإلكترونية للعملاء
"**معرف العملية:** P-034
    **اسم العملية:** عمليات الخزانة

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'تصيد احتيالي (Phishing)' يستهدف 'أنظمة كشف التسلل'، وهو أحد الأصول الرئيسية لعملية 'عمليات الخزانة'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'تكوينات خاطئة'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'عمليات الخزانة' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 1.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 5 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 6 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'تطبيق المراسلة الآمن', 'الاسم': 'SecureChat'}
    - **سبب التواصل:** طلب تفعيل خطة استمرارية الأعمال.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-034,عمليات الخزانة
"**معرف العملية:** P-035
    **اسم العملية:** نظام إدارة علاقات العملاء (CRM)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'خطأ بشري' يستهدف 'أنظمة إدارة الهوية والوصول'، وهو أحد الأصول الرئيسية لعملية 'نظام إدارة علاقات العملاء (CRM)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نظام قديم'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام إدارة علاقات العملاء (CRM)' ذات حرجية 'متوسط'، وتتطلب استعادة خلال 12.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 480 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 72 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-035,نظام إدارة علاقات العملاء (CRM)
"**معرف العملية:** P-036
    **اسم العملية:** إدارة المستندات

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'فشل الأجهزة' يستهدف 'خوادم قواعد البيانات'، وهو أحد الأصول الرئيسية لعملية 'إدارة المستندات'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'ضعف كلمات المرور'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'إدارة المستندات' ذات حرجية 'متوسط'، وتتطلب استعادة خلال 12.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 480 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 48 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-036,إدارة المستندات
"**معرف العملية:** P-037
    **اسم العملية:** نظام إدارة المخاطر

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'انقطاع التيار الكهربائي' يستهدف 'تطبيقات الويب'، وهو أحد الأصول الرئيسية لعملية 'نظام إدارة المخاطر'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'عدم وجود تشفير للبيانات'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام إدارة المخاطر' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 0.5 ساعة (RTO) مع فقدان بيانات لا يتجاوز 5 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 4 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** سارة المحمد (إدارة الامتثال)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** طلب تفعيل خطة استمرارية الأعمال.

    **الخطر المتبقي المتوقع بعد الاستجابة:** مرتفع",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-037,نظام إدارة المخاطر
"**معرف العملية:** P-038
    **اسم العملية:** تطبيق الخدمات المصرفية عبر الجوال

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'انقطاع التيار الكهربائي' يستهدف 'تطبيقات الويب'، وهو أحد الأصول الرئيسية لعملية 'تطبيق الخدمات المصرفية عبر الجوال'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'عدم وجود تشفير للبيانات'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'تطبيق الخدمات المصرفية عبر الجوال' ذات حرجية 'حرج'، وتتطلب استعادة خلال 2.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 30 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 8 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** سارة المحمد (إدارة الامتثال)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** طلب تفعيل خطة استمرارية الأعمال.

    **الخطر المتبقي المتوقع بعد الاستجابة:** مرتفع",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-038,تطبيق الخدمات المصرفية عبر الجوال
"**معرف العملية:** P-039
    **اسم العملية:** معالجة الرواتب

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'هجوم حجب الخدمة (DDoS)' يستهدف 'خوادم قواعد البيانات'، وهو أحد الأصول الرئيسية لعملية 'معالجة الرواتب'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'تكوينات خاطئة'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'معالجة الرواتب' ذات حرجية 'حرج'، وتتطلب استعادة خلال 4.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 30 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 24 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض جداً",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-039,معالجة الرواتب
"**معرف العملية:** P-040
    **اسم العملية:** مركز دعم العملاء

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'هجوم حجب الخدمة (DDoS)' يستهدف 'أنظمة التخزين السحابي'، وهو أحد الأصول الرئيسية لعملية 'مركز دعم العملاء'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'ضعف كلمات المرور'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'مركز دعم العملاء' ذات حرجية 'متوسط'، وتتطلب استعادة خلال 24.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 480 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 48 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تصنيف البيانات حسب حساسيتها وتحديد ملاك البيانات بوضوح.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'البريد الإلكتروني للطوارئ', 'البريد': 'emergency@example.com'}
    - **سبب التواصل:** إبلاغ عن حادث أمني يتطلب تدخل NCA.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-040,مركز دعم العملاء
"**معرف العملية:** P-041
    **اسم العملية:** نظام إدارة علاقات العملاء (CRM)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'هجوم برامج الفدية (Ransomware)' يستهدف 'أنظمة إدارة الهوية والوصول'، وهو أحد الأصول الرئيسية لعملية 'نظام إدارة علاقات العملاء (CRM)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'عدم وجود تشفير للبيانات'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام إدارة علاقات العملاء (CRM)' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 0.5 ساعة (RTO) مع فقدان بيانات لا يتجاوز 30 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 6 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-041,نظام إدارة علاقات العملاء (CRM)
"**معرف العملية:** P-042
    **اسم العملية:** خدمات الاستثمار

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'تسرب بيانات' يستهدف 'أنظمة البريد الإلكتروني'، وهو أحد الأصول الرئيسية لعملية 'خدمات الاستثمار'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'تكوينات خاطئة'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'خدمات الاستثمار' ذات حرجية 'متوسط'، وتتطلب استعادة خلال 24.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 120 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 96 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تعطيل الوصول غير المصرح به.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** عبدالله الشهراني (إدارة الأمن السيبراني)
    - **طريقة التواصل:** {'الطريقة': 'تطبيق المراسلة الآمن', 'الاسم': 'SecureChat'}
    - **سبب التواصل:** تحديث حالة التعافي من الكوارث.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-042,خدمات الاستثمار
"**معرف العملية:** P-043
    **اسم العملية:** نظام تخطيط موارد المؤسسة (ERP)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'هجوم حجب الخدمة (DDoS)' يستهدف 'جدران الحماية'، وهو أحد الأصول الرئيسية لعملية 'نظام تخطيط موارد المؤسسة (ERP)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نظام قديم'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام تخطيط موارد المؤسسة (ERP)' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 0.5 ساعة (RTO) مع فقدان بيانات لا يتجاوز 15 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 6 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - إجراء تحليل ما بعد الحادث (Post-Incident Review) وتوثيق الدروس المستفادة.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** مرتفع",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-043,نظام تخطيط موارد المؤسسة (ERP)
"**معرف العملية:** P-044
    **اسم العملية:** البريد الإلكتروني الداخلي والتعاون

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'فشل الأجهزة' يستهدف 'أجهزة المستخدمين النهائية'، وهو أحد الأصول الرئيسية لعملية 'البريد الإلكتروني الداخلي والتعاون'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص الوعي الأمني للموظفين'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'البريد الإلكتروني الداخلي والتعاون' ذات حرجية 'متوسط'، وتتطلب استعادة خلال 12.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 120 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 72 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-044,البريد الإلكتروني الداخلي والتعاون
"**معرف العملية:** P-045
    **اسم العملية:** نظام الخدمات المصرفية الأساسية

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'فشل الأجهزة' يستهدف 'أنظمة البريد الإلكتروني'، وهو أحد الأصول الرئيسية لعملية 'نظام الخدمات المصرفية الأساسية'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص النسخ الاحتياطي'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام الخدمات المصرفية الأساسية' ذات حرجية 'منخفض'، وتتطلب استعادة خلال 72.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 720 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 120 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تحويل حركة المرور إلى الموقع البديل (DR Site).
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - استعادة الأنظمة والبيانات من النسخ الاحتياطية النظيفة.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'تطبيق المراسلة الآمن', 'الاسم': 'SecureChat'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** حرج",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-045,نظام الخدمات المصرفية الأساسية
"**معرف العملية:** P-046
    **اسم العملية:** منصة التداول الإلكتروني

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'هجوم حجب الخدمة (DDoS)' يستهدف 'جدران الحماية'، وهو أحد الأصول الرئيسية لعملية 'منصة التداول الإلكتروني'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص الوعي الأمني للموظفين'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'منصة التداول الإلكتروني' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 2.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 15 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 6 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - إجراء تحليل ما بعد الحادث (Post-Incident Review) وتوثيق الدروس المستفادة.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-046,منصة التداول الإلكتروني
"**معرف العملية:** P-047
    **اسم العملية:** التحقق من هوية العميل (KYC)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'تصيد احتيالي (Phishing)' يستهدف 'شبكة المؤسسة'، وهو أحد الأصول الرئيسية لعملية 'التحقق من هوية العميل (KYC)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'تكوينات خاطئة'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'التحقق من هوية العميل (KYC)' ذات حرجية 'متوسط'، وتتطلب استعادة خلال 24.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 120 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 72 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** سارة المحمد (إدارة الامتثال)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** طلب تفعيل خطة استمرارية الأعمال.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-047,التحقق من هوية العميل (KYC)
