description,category,severity,source,label
بوابة الخدمات المصرفية عبر الإنترنت للشركات Corporate Banking Portal تسمح لمديري الشركات العملاء بالدخول وإجراء تحويلات مالية ضخمة باستخدام كلمة المرور فقط دون MFA في حالة إيقاف تشغيل الميزة اختيارياً. تم اكتشاف أن 34% من حسابات الشركات الكبرى قامت بتعطيل MFA بشكل اختياري. بعض هذه الحسابات أجرت تحويلات تتجاوز عشرة ملايين ريال دون تحقق ثانوي. يُشكّل هذا خطراً مباشراً على عمليات الشركات وسمعة البنك.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
تم رصد حساب مسؤول النظام في بنية تحتية حيوية تشمل خوادم Active Directory الرئيسية يعمل دون تفعيل المصادقة متعددة العوامل، مما يُعرّض البنية التحتية لمخاطر جسيمة. يتمتع الحساب بصلاحيات Domain Admin كاملة مما يتيح له الوصول لجميع الأنظمة والخوادم. تم اكتشاف أن كلمة المرور الحالية تطابق نمطاً ضعيفاً رُصد في قواميس كلمات المرور المسرّبة. إن اختراق هذا الحساب سيُتيح للمهاجم السيطرة الكاملة على بنية تحتية تخدم أكثر من 2 مليون عميل.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
"This includes data encryption, access management, and multi-factor 
authentication to safeguard the system from vulnerabilities and attacks before official launch.
 
ໟ
 
ໟ
AI Adoption Framework
39
 Complying with National Frameworks: Compliance with national regulations, foremost among them 
the Personal Data Protection Law (PDPL), is essential for the integrity of digital operations",MFA_MISSING,Medium,pdf:AIAdoptionFramework.pdf,2
"Employees are granted access based 
on their roles, and multi-factor authentication is 
employed to strengthen security.
03 Physical Access Controls:
To restrict physical access to its data centers, the 
company implements CCTVs, security lighting 
and alarms, visitor logs, ID badges and other strict 
physical measures that secure the data centers from 
unauthorized access",MFA_MISSING,Medium,pdf:SDAIA_PDPL_Handbook.pdf,2
"2
Cybersecurity Defense 
2
 Essential Cybersecurity Controls
 ﻣﻘﻴﺪ- 
 ﻣحﺪود 
20 
Document classification: Public  
 
 
 
 
 
 
 
TLP: White 
 مقيد- 
 محدود 
2.2.3.2 Multi-factor authentication, and defining the suitable authentication factors and 
their numbers as well as the suitable authentication techniques based on the result of 
impact assessment of authentication failure and bypass for remote access and for 
privileged accounts",MFA_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,2
حساب المدير الإقليمي لعمليات الفروع يصل إلى لوحة تحكم مركزية تتيح له الاطلاع على أرصدة الخزائن النقدية لـ 12 فرعاً وتفويض عمليات نقل الأموال بين الفروع، دون أي مصادقة ثنائية. يتفاقم الوضع بسبب استخدامه لشبكة Wi-Fi عامة أثناء التنقل وفق سجلات الشبكة. يُشكّل هذا السيناريو خطراً أمنياً مباشراً على السيولة النقدية الفعلية للفروع ويُعرّض البنك لخسائر مالية مباشرة في حال استغلال الحساب. ويُعدّ غياب MFA في هذا السياق مخالفةً صريحةً للسياسة الأمنية الداخلية والمتطلبات التنظيمية.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
"ملاحظة امتثال مستخرجة من DOC:SAMA_EN_5888_VER1:160 (SAMA_EN_5888_VER1.pdf): nd actioned. The SOC is often dedicated to the detection, investigation and potential response to indicators of compromise. The SOC works closely with, and disseminates, collated security-related information to other areas of the organization (e.g., the cyber security function, incident management team and IT service owners). Soft token A soft token (a.k.a. a virtual token) is a software version of a hard token. Soft tokens are typically generated by a central server that runs security software and sent to users' devices. Some hard tokens are used in combination with other security measures to further enhance security (known as multi-factor authentication). See also 'Hard token'. Strategy Refer to 'Cyber security strategy'. Threat Refer to 'Cyber security threat' Version 1.0 Page 56 of 56 ",MFA_MISSING,Medium,legal_articles_from_pdfs.json,2
حساب موظف خزينة بنكية (Treasury Dealer) مخوّل بتنفيذ صفقات تداول العملات الأجنبية بحدود تصل إلى 50 مليون ريال يعمل دون تفعيل MFA على بوابة نظام Treasury Management System. تم رصد دخول الحساب من أجهزة متعددة غير مسجلة في نظام إدارة الأصول خلال الأسابيع الماضية. هذا الوضع يُعرّض البنك لمخاطر احتيال مالي ضخم في حال اختراق بيانات اعتماد الموظف. تعليمات SAMA تُلزم صراحةً بتطبيق MFA على جميع الحسابات ذات الصلاحيات المالية العالية.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
حساب مستخدم عادي في قسم الموارد البشرية لديه وصول إلى نظام HR المتكامل الذي يحتوي على بيانات رواتب وعقود جميع موظفي البنك دون تفعيل MFA. تم رصد تسجيل دخول للحساب في ساعات غير اعتيادية (2 صباحاً) من جهاز غير مسجّل رسمياً. تشير البيانات إلى احتمال تعرّض كلمة المرور للاختراق عبر هجوم تصيّد احتيالي. يمكن لأي متسلل استغلال هذا الوصول للحصول على معلومات حساسة تتعلق بالموارد البشرية.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
تم اكتشاف أن حساب موظف في قسم الامتثال والرقابة يفتقر إلى تفعيل المصادقة متعددة العوامل رغم وصوله إلى تقارير مكافحة غسيل الأموال AML ونظام رصد المعاملات المشبوهة. يتعارض هذا الوضع مع متطلبات البنك المركزي المتعلقة بحماية بيانات الامتثال. رُصد الحساب يقوم بتنزيل كميات كبيرة من تقارير AML خلال فترة قصيرة دون آلية تحقق ثانوية. يُشكّل غياب MFA على هذا المستوى ثغرة مباشرة في منظومة الامتثال التنظيمي.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
"ملاحظة امتثال مستخرجة من 2-4-3 (NCA_ECC_2024_EN.pdf): -2 Multi-factor authentication for remote and webmail access to email service. Multi-factor authentication, and defining the suitable authentication factors and their numbers as well as the suitable authentication techniques based on the result of impact assessment of authentication failure and bypass for remote and webmail access. Clarification Modification Sub-control",MFA_MISSING,Medium,legal_articles_from_pdfs.json,2
"ملاحظة امتثال مستخرجة من 2-15-3 (NCA_ECC_Implementation_Guide.pdf): -5 Multi- Control implementation guidelines • Define and document the requirements of this ECC in the cybersecurity requirements document and approve them by the representative. • Multi-Factor Authentication of user access to web application. (Whether web applications are purchased and operated by a third party, developed internally, or web applications purchased from a third party but operated by the organization). • Include the implementation requirement for multi-factor authentication in the application development lifecycle to ensure the protection of future applications. Expected deliverables: • A document (such as approved policy or procedure) indicating the identification and documentation of the requirements related to this control • Multiple screenshots showing entry process inclu",MFA_MISSING,Medium,legal_articles_from_pdfs.json,2
حساب مقاول خارجي يعمل في مشروع تطوير تطبيق الجوال المصرفي يمتلك وصولاً مباشراً إلى بيئة الاختبار التي تحتوي على بيانات عملاء حقيقية تم نسخها لأغراض الاختبار، وذلك دون تفعيل MFA. الحساب يمتلك صلاحيات قراءة وكتابة على مستودعات الكود المصدري في GitLab الداخلي. تم رصد اتصالات VPN من دول غير مدرجة في قائمة البلدان المسموح بها. وجود مقاول خارجي بدون MFA يُمثل خطراً عالياً للوصول غير المصرح به وتسريب الكود المصدري.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
مقاول خارجي من شركة تقنية معتمدة يصل إلى بيئة الاختبار لنظام إدارة القروض (Loan Management System) دون تفعيل MFA على حسابه. رُصد استخدام الحساب في ساعات متأخرة من الليل وخلال عطل نهاية الأسبوع بشكل متكرر. تجاوزت مدة عمل المقاول المدة المحددة في العقد بثلاثة أشهر إضافية دون مراجعة الصلاحيات. يمثّل هذا مخاطرة عالية للوصول غير المصرّح به من طرف ثالث.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
حساب خدمة آلية (Service Account) مخصص لتشغيل مهام الجدولة الليلية (Batch Processing) في نظام التسويات المصرفية لم يُفعَّل عليه أي آلية مصادقة للوصول إلى واجهة الإدارة الخاصة به. تم اكتشاف أن كلمة مرور الحساب مشفّرة بخوارزمية MD5 القديمة وقابلة للكسر. الحساب يُشغِّل عمليات ترحيل الأرصدة الليلية بين الحسابات البنكية بقيم إجمالية تتجاوز مليار ريال يومياً. يُشكّل هذا خطراً وجودياً على سلامة العمليات المالية للبنك.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
حساب خدمة آلية مستخدم لجدولة تقارير الامتثال وإرسالها إلى هيئة ساما يعمل باستخدام بيانات اعتماد ثابتة دون MFA مع صلاحيات قراءة وكتابة على قاعدة بيانات الامتثال. تم اكتشاف أن بيانات اعتماد هذا الحساب مضمّنة بشكل نصي في ملفات الإعداد على الخادم. يتصل الحساب بأنظمة خارجية لإرسال التقارير الرقابية مما يزيد سطح الهجوم المحتمل. استمرار هذا الوضع يعرض سرية تقارير الامتثال للخطر.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
بوابة الخدمات المصرفية الإلكترونية للشركات (Corporate Internet Banking) تسمح لعدد من المستخدمين المؤسسيين بالدخول باستخدام اسم المستخدم وكلمة المرور فقط دون رمز OTP أو أي عامل تحقق إضافي. هذا الإعفاء ينطبق على 47 حساباً مؤسسياً تصنّف ضمن الفئة الذهبية. تتجاوز حدود التحويل اليومية لهذه الحسابات مليون ريال في المعاملة الواحدة. تم رصد محاولة اختراق ناجحة واحدة على الأقل خلال الربع الماضي.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
"ملاحظة امتثال مستخرجة من DOC:SAMA_EN_5888_VER1:095 (SAMA_EN_5888_VER1.pdf): the customer’s mobile number when requesting a new multi-factor authentication mechanism. Version 1.0 Page 33 of 56 4. SMS notification should be sent to the customer’s mobile number for all retail and personal financial transactions. 5. SMS notification should be sent to the customer’s mobile number when beneficiaries are added, modified and activated. 3.3.14 Cyber Security Event Management Principle The Member Organization should define, approve and implement a security event management process to analyze operational and security loggings and respond to security events. The effectiveness of this process should be measured and periodically evaluated. Objective To ensure timely identification and response to anomalies or suspicious events within regard to information assets. Control consid",MFA_MISSING,Medium,legal_articles_from_pdfs.json,2
"(6) IDENTIFICATION AND AUTHENTICATION (ORGANIZATIONAL USERS) | ACCESS TO ACCOUNTS —
SEPARATE DEVICE  
Implement multi-factor authentication for [Selection (one or more): local; network; 
remote] access to [Selection (one or more): privileged accounts; non-privileged accounts] 
such that: 
(a) One of the factors is provided by a device separate from the system gaining access; 
and 
(b) The device meets [Assignment: organization-defined strength of mechanism 
requirements]",MFA_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,2
حساب مستخدم في الإدارة القانونية يصل إلى نظام إدارة القضايا والعقود المصرفية الذي يحتوي على وثائق قانونية سرية واتفاقيات مع الجهات التنظيمية، بكلمة مرور فقط دون MFA. رُصد الحساب يُحمّل كميات كبيرة من الملفات بصيغة PDF خلال فترة قصيرة مما يُشير إلى نشاط غير اعتيادي. يتضمن النظام وثائق تسوية قانونية ومراسلات مع ساما وهيئة السوق المالية لم يُفترض الاطلاع عليها من هذا المستوى الوظيفي. تُنبئ هذه المؤشرات مجتمعةً باحتمال تسريب ممنهج للوثائق السرية.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
نظام API Gateway المستخدم للتكامل بين نظام Core Banking ومنصة الدفع الإلكتروني يفتقر إلى آلية MFA على مستوى إدارة الحساب الإداري. يسمح النظام بالوصول الإداري عن بُعد عبر واجهة الويب باستخدام كلمة المرور فقط مما يجعله هدفاً سهلاً لهجمات القوة الغاشمة. رُصدت محاولات دخول فاشلة متعددة من عناوين IP تابعة لدول أجنبية. يتعالج النظام يومياً ما يزيد على 500 ألف معاملة مالية مما يجعل أي اختراق كارثياً.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
تم رصد حساب المدير التنفيذي لتقنية المعلومات يصل إلى نظام الصيرفة الأساسي Core Banking System دون تفعيل المصادقة متعددة العوامل، على الرغم من امتلاكه صلاحيات إدارية كاملة تشمل تعديل بيانات العملاء والحسابات. يُعدّ هذا الوصول عالي الخطورة نظراً لطبيعة الصلاحيات الممنوحة التي تتيح إجراء تحويلات وتعديلات على مستوى النظام. تم اكتشاف المخالفة خلال مراجعة دورية لسجلات الدخول وسياسات الهوية والوصول. غياب MFA يجعل الحساب عرضة للاختراق في حال تسريب كلمة المرور.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
حساب خدمة (Service Account) مستخدم لعمليات التكامل بين نظام الدفع الفوري وشبكة سداد لا يطبّق MFA عند إعادة تهيئته أو تغيير إعداداته عبر لوحة الإدارة. يُجري هذا الحساب مئات الآلاف من المعاملات يومياً مما يجعل أي اختراق له ذا تأثير كارثي. تبيّن أن كلمة مرور الحساب لم تتغير منذ أكثر من عامين. يُعدّ هذا النوع من الحسابات هدفاً رئيسياً لهجمات APT الموجهة للقطاع المصرفي.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
حساب مستخدم عادي في بوابة الخدمات المصرفية الداخلية للفروع لا يطبق المصادقة متعددة العوامل رغم صلاحيته في الوصول إلى بيانات العملاء وفتح الحسابات وإجراء العمليات اليومية. يعمل موظف الفرع في بيئة مشتركة مع أجهزة يستخدمها عدة موظفين مما يرفع مستوى الخطر. رُصد تسجيل دخول من جهازين مختلفين في نفس الوقت مما يشير إلى احتمال مشاركة بيانات الاعتماد. يُعدّ هذا النوع من المخالفات شائعاً في بيئات الفروع ذات الضغط التشغيلي العالي.,MFA_MISSING,Medium,data\imtithal_violations_latest.csv,2
حساب إداري في نظام إدارة المخاطر والسيولة (Liquidity Risk Management System) يعمل في بيئة الإنتاج بدون MFA، وهو حساب مشترك يستخدمه 3 محللين في دائرة المخاطر. يُعدّ استخدام الحسابات المشتركة بدون MFA مخالفةً مركّبة تجمع بين ضعف المساءلة وضعف المصادقة. تتضمن صلاحيات الحساب القدرة على تعديل معاملات نماذج مخاطر السيولة مما قد يُأثّر على تقارير الملاءة المالية المرفوعة للجهات التنظيمية. رُصد تعارض في توقيتات الجلسات يُشير إلى استخدام متزامن من مواقع مختلفة.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
واجهة برمجية (API) خاصة بنظام مراقبة الائتمان الداخلي تستخدم مفتاح API ثابتاً للمصادقة دون تفعيل أي آلية MFA أو OAuth2 متقدمة. يمكن لأي تطبيق يمتلك هذا المفتاح الوصول الكامل لبيانات الائتمان لجميع عملاء البنك. تم العثور على المفتاح مرفوعاً بشكل مكشوف في مستودع كود خاص بالتطوير. يُعدّ هذا السيناريو بمثابة ثغرة حرجة قابلة للاستغلال من أي جهة تحصل على المفتاح.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
حساب مقاول خارجي من شركة تطوير برمجيات يمتلك وصولاً مؤقتاً إلى بيئة الاختبار المتكاملة (UAT Environment) المتصلة بنظام الموارد البشرية ويفتقر إلى MFA. تبيّن أن صلاحية الحساب تجاوزت المدة المتفق عليها في العقد بمقدار 4 أشهر دون مراجعة. يُعدّ هذا الوضع خطيراً لأن بيئة UAT تحتوي على نسخ مُقنّعة جزئياً من بيانات موظفين حقيقيين. رُصد استخدام الحساب في تنزيل ملفات إعداد النظام التي تتضمن بيانات حساسة.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
تم اكتشاف أن حساب مدير النظام الرئيسي لنظام الصيرفة الأساسية (Core Banking System) غير مفعّل عليه المصادقة متعددة العوامل، مما يجعله عرضة لهجمات اختراق كلمة المرور. يمتلك هذا الحساب صلاحيات كاملة على قواعد البيانات والمعاملات المالية الحساسة. تم رصد عدة محاولات تسجيل دخول مشبوهة من عناوين IP خارجية خلال الأسبوع الماضي دون أي طبقة حماية إضافية. يُشكّل هذا الوضع تهديداً مباشراً لسلامة البيانات المصرفية الجوهرية.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
"ملاحظة امتثال مستخرجة من 2-4-3 (NCA_ECC_Implementation_Guide.pdf): -2 Multi-factor authentication for remote and webmail access to email service. Control implementation guidelines • Define and document the requirements of this ECC in the cybersecurity requirements of email security at the organization and must be approved by the representative. • Activate multi-factor authentication for remote access and organization's webmail access by, but not limited to, one of the following methods: o Text messages linked to the email user's number must be used. o Advanced and reliable applications for multi-factor authentication. Guide to Essential Cybersecurity Controls (ECC) Implementation 72 Document Classification:  Public TLP: White o Mobile device management applications must be used to allow users' devices (as another element of access) to email for protocols ",MFA_MISSING,Medium,legal_articles_from_pdfs.json,2
حساب خدمة التكامل بين نظام الخزينة (Treasury Management System) ونظام السويفت لا يستخدم أي آلية مصادقة متعددة العوامل عند الوصول إلى لوحة الإدارة. هذا الحساب مسؤول عن تنفيذ تحويلات مالية دولية بملايين الريالات يومياً. تم اكتشاف أن بيانات الاعتماد مخزّنة بنص واضح في ملف إعدادات غير مشفّر. يمثّل ذلك ثغرة حرجة قد تُستغل لتنفيذ تحويلات احتيالية.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
حساب مقاول خارجي يعمل لصالح شركة استشارية تقنية يمتلك وصولاً إلى بيئة التطوير والاختبار التي تحتوي على بيانات عملاء حقيقية، دون تفعيل المصادقة متعددة العوامل. تم منح الوصول منذ 8 أشهر ولم يُراجَع منذ انتهاء المشروع الأصلي. غياب MFA على حسابات المقاولين الخارجيين يُشكّل خطراً مضاعفاً نظراً لانعدام السيطرة الكاملة على أجهزتهم وشبكاتهم. اكتُشفت المخالفة خلال مراجعة دورية لحسابات الطرف الثالث.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
2-4-3-2 Multi-factor authentication for remote and webmail access to email service,MFA_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,2
"• Activate multi-factor authentication for remote access and organization's 
webmail access by, but not limited to, one of the following methods: 
o Text messages linked to the email user's number must be used",MFA_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,2
حساب مسؤول تقني في مركز العمليات الأمنية SOC يمتلك وصولاً إلى منصة إدارة المعلومات والأحداث الأمنية SIEM دون تفعيل MFA، وهو ما يُعدّ مفارقة أمنية صارخة في ظل كون هذا النظام هو المسؤول عن رصد التهديدات الأمنية للبنك. الحساب يملك صلاحيات تعديل قواعد الكشف وإدارة التنبيهات مما يُتيح للمهاجم المحتمل تعطيل منظومة المراقبة الأمنية بالكامل. تم رصد المخالفة أثناء تدقيق خارجي شامل للبنية الأمنية. غياب MFA هنا يُعرّض البنك لمخاطر تعمية أمنية شاملة.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
حساب مسؤول الدعم الفني في فريق IT Operations يملك صلاحية الوصول عن بُعد إلى خوادم الإنتاج عبر بروتوكول RDP دون اشتراط MFA. يستخدم الفريق برنامج TeamViewer بإعدادات افتراضية دون تفعيل المصادقة الثنائية المتاحة في البرنامج. تم رصد 3 جلسات وصول عن بُعد خارج أوقات الدوام الرسمي دون تذاكر تغيير معتمدة. تحتوي الخوادم المُصال إليها على أنظمة بيانات العملاء وسجلات المعاملات.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
تم اكتشاف أن حساب مقاول خارجي يعمل على مشروع تطوير تطبيق الخدمات المصرفية الإلكترونية يملك صلاحيات وصول إلى بيئة الإنتاج دون تفعيل MFA. يتمتع الحساب بصلاحيات قراءة وكتابة على قواعد بيانات العملاء في بيئة الإنتاج بشكل غير مبرر. انتهت مدة عقد المقاول منذ 45 يوماً والحساب لا يزال نشطاً. هذا يمثل انتهاكاً مركباً يجمع بين غياب MFA وإدارة دورة حياة الهوية.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
حساب مستخدم عادي في فرع بنكي يعمل على نظام تسجيل العملاء الجدد وفتح الحسابات لا يستخدم MFA رغم صلاحيته في إدخال وتعديل البيانات الشخصية للعملاء. يشمل ذلك الأرقام الوطنية ومعلومات التواصل والمعلومات الوظيفية والمالية. تم رصد أن الحساب يعمل أحياناً على أجهزة زملاء العمل الأخرى دون تسجيل خروج مسبق. هذا الوضع يُفضي إلى خلط المسؤوليات وضعف التدقيق في الأنشطة المنفذة.,MFA_MISSING,Medium,data\imtithal_violations_latest.csv,2
"TABLE 3 LIST OF ABBREVIATIONS 
Abbreviation Full Term 
APT 
Advanced Persistent Threat 
BCM 
Business Continuity Management 
BYOD 
Bring Your Own Device 
CCTV 
Closed-Circuit Television 
CNI 
Critical National Infrastructure 
DDoS 
Distributed Denial of Service Attack  
DKIM 
Domain Keys Identified Mail 
DMARC 
Domain Message Authentication Reporting and Conformance 
DNS 
Domain Name System 
ECC 
Essential Cybersecurity Controls 
HTTPS 
Hyper Text Transfer Protocol Secure 
ICT 
Information and Communication Technology 
IT 
Information Technology 
MFA 
Multi-Factor Authentication 
OT 
Operational Technology 
SIEM 
Security Information and Event Management 
SLA 
Service Level Agreement 
SPF 
Sender Policy Framework 
 Essential Cybersecurity Controls
 ﻣﻘﻴﺪ- 
 ﻣحﺪود 
42 
Document classification: Public  
 
 
 
 
 
 
 
TLP: White 
 مقيد- 
 محدود 
Appendix (C): List of Updates 
Table (4) below illustrates the updates on the previous version (i.e., ECC-1:2018)",MFA_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,2
مقاول خارجي يعمل لحساب شركة استشارات تقنية يملك حساباً نشطاً بصلاحيات وصول إلى بيئة الاختبار لنظام إدارة المخاطر دون تفعيل MFA. انتهى عقد المقاول منذ شهرين لكن الحساب لا يزال نشطاً وقابلاً للاستخدام. تم رصد محاولات دخول ناجحة على الحساب بعد انتهاء العقد. تحتوي بيئة الاختبار على نسخ من بيانات عملاء حقيقية لم يتم تخفيف حساسيتها (Data Masking).,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
مدقق داخلي في قسم التدقيق الداخلي يصل إلى نظام ERP المالي الذي يحتوي على التقارير المالية السرية وسجلات العمليات المصرفية الداخلية دون تفعيل MFA. يملك الحساب صلاحية قراءة جميع الموديولات المالية بما فيها المعاملات المعلقة والتسويات. رُصد وصول من شبكة منزلية في نهاية الأسبوع إلى تقارير مالية ربع سنوية قبل نشرها الرسمي. غياب MFA في هذا السياق يفتح الباب لتسريب معلومات داخلية حساسة.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
حساب موظف دعم تقني من مستوى L2 يمتلك وصولاً إلى أنظمة متعددة بما فيها أنظمة الدفع وبيانات العملاء لأغراض استكشاف الأخطاء وإصلاحها، دون تفعيل MFA على أي من هذه الأنظمة. يُستخدم الحساب للدخول عبر أداة RDP بكلمة مرور فقط إلى خوادم الإنتاج الحساسة. رُصد الحساب يعمل من خارج قسم تقنية المعلومات في مناطق غير مخصصة لذلك. يُمثّل هذا نقطة ضعف في سلسلة الأمان التقني الداخلي.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
موظف مقاول خارجي يعمل في مشروع تطوير نظام الامتثال (Compliance System) يملك حساباً بصلاحيات واسعة على البيئة الإنتاجية دون تفعيل MFA. تم منح هذا الحساب وصولاً مؤقتاً قبل ستة أشهر ولم يُلغَ حتى الآن رغم انتهاء فترة المشروع. يتضمن الحساب صلاحية الاطلاع على تقارير AML وبيانات العملاء الحساسة. يُشكّل هذا الحساب المهمل ثغرة أمنية بالغة الخطورة من منظور إدارة هوية المستخدمين.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
"Clarification 
 Essential Cybersecurity Controls
 ﻣﻘﻴﺪ- 
 ﻣحﺪود 
44 
Document classification: Public  
 
 
 
 
 
 
 
TLP: White 
 مقيد- 
 محدود 
Version 
Date 
ECC – 2 : 2024 
2024 
Update type Section 
Previous text 
Updated text 
Rationale 
Modification Sub-control 
2-4-3-2 
Multi-factor authentication 
for remote and webmail 
access to email service",MFA_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,2
حساب مستخدم عادي في فرع منطقة الرياض يعمل في قسم خدمة العملاء يملك صلاحية عرض وتعديل بيانات الحسابات البنكية دون تفعيل MFA. يستخدم الموظف جهازاً مشتركاً مع زملاء آخرين دون تسجيل خروج بين الجلسات. تم رصد الحساب يُنفّذ عمليات بحث مكثفة عن بيانات عملاء VIP خارج نطاق مهامه الوظيفية. يشير هذا النمط إلى احتمال وجود تهديد داخلي (Insider Threat).,MFA_MISSING,Medium,data\imtithal_violations_latest.csv,2
"• Screenshot or direct example of email configuration to prove the activation of 
multi-factor authentication to access via the organization's email webmail",MFA_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,2
"ملاحظة امتثال مستخرجة من ARTICLE 8 (File0001.pdf): ; AI Ethics Principles – Principle 4, Anti-Cyber Crime Law Article 3) 5.6 Social Responsibility Deepfakes Guidelines: Mitigating risks while fostering innovation 18 Content creators must ensure that deepfake technology is used responsibly, adhering to ethical standards, safeguarding personal data, and preventing misuse. Compliance with laws, respect for social ethics, and alignment with correct values are imperative. Given the profound societal impact of deepfakes, it is essential to steer content created towards positive and constructive outputs. The following requirements are designed to maintain public trust, prevent misuse, and address risks such as imposter scams, non-consensual manipulation, disinformation, and propaganda. 6. Guidance for Deepfake Content Creators 6.1.1 Deepfake serv",MFA_MISSING,Medium,legal_articles_from_pdfs.json,2
حساب خدمة (Service Account) مستخدم لتشغيل عمليات التكامل التلقائي بين نظام إدارة الموارد البشرية ونظام الرواتب لا يخضع لأي آلية مصادقة متعددة العوامل. يحتوي الحساب على بيانات اعتماد ثابتة مضمّنة في ملفات التكوين بنص واضح. تم اكتشاف أن كلمة مرور الحساب لم تتغير منذ أكثر من 3 سنوات. هذا الحساب يملك صلاحية قراءة وكتابة على جداول الرواتب وبيانات الموظفين الحساسة.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
"ملاحظة امتثال مستخرجة من 0-63-3 (NIST_SP_800_63b_Password.pdf): Figure 4-1), communications between the verifier and CSP SHALL occur through a mutually-authenticated secure channel (such as a client-authenticated TLS connection) using approved cryptography. 5.2.7 Verifier-Compromise Resistance Use of some types of authenticators requires that the verifier store a copy of the authenticator secret. For example, an OTP authenticator (described in Section 5.1.4) requires that the verifier independently generate the authenticator output for comparison against the value sent by the claimant. Because of the potential for the verifier to be compromised and stored secrets stolen, authentication protocols that do not require the verifier to persistently store secrets that could be used for authentication are considered stronger, and are described herein as being",MFA_MISSING,Medium,legal_articles_from_pdfs.json,2
حساب خدمة آلية (Service Account) يستخدمه نظام المدفوعات الفورية SARIE للتواصل مع شبكة ساما يعمل باستخدام اسم مستخدم وكلمة مرور ثابتة دون أي شكل من أشكال المصادقة متعددة العوامل أو شهادات رقمية. كلمة المرور لم تتغير منذ أكثر من 18 شهراً وهي مخزنة بنص واضح في ملف إعدادات على خادم التطبيق. هذا الحساب يمتلك صلاحيات إرسال واستقبال تحويلات مالية فورية. اكتشاف أو اختراق هذا الحساب قد يؤدي إلى خسائر مالية فادحة وتعطل خدمات الدفع.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2
"ملاحظة امتثال مستخرجة من 2-15-1 (NCA_ECC_Implementation_Guide.pdf): Cybersecurity requirements for external web applications must be defined, documented and approved. Relevant cybersecurity tools: • Web Application Protection Policy Template. Control implementation guidelines • Include and document cybersecurity requirements for the organization's external web applications security against cyber risks, including, but not limited to: o Web Application Firewall. o Multi-tier Architecture. o Use secure protocols such as HTTPS. o Use of applications development and update standards and testing them. o Clarify secure user usage policy. o Multi-Factor Authentication of users' access. Guide to Essential Cybersecurity Controls (ECC) Implementation 145 Document Classification:  Public TLP: White o Screening for application-specific vulnerabilities (Vulnerability As",MFA_MISSING,Medium,legal_articles_from_pdfs.json,2
تم رصد أن حساب محلل مخاطر أول في إدارة مخاطر الائتمان لا يستخدم MFA للوصول إلى نظام تصنيف العملاء وتقييم الجدارة الائتمانية. يمتلك الحساب صلاحيات تعديل نماذج تقييم المخاطر والاطلاع على بيانات محافظ القروض الكبيرة. جرى الاكتشاف عقب بلاغ داخلي عن محاولة تصيد احتيالي استهدفت البريد الإلكتروني للمستخدم. تشير التحقيقات إلى أن كلمة المرور قد تكون تعرضت للاختراق.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2
